State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude,Environment Category
Georgia,Wilkes,10593,4263,29.799999999999947,40244.25,2,2,0,1,1507.420187776209,1507.420187776209,0.0,901.1057630173945,901.1057630173945,0.0,9595.12552895452,2356,1971,5616,4535,52,1,18,371,361,421,931,4.6,218.0,9642.0,33,21,195.0,43.0,278.0,35.0,33.7819451825,-82.743226753,Food Deserts
Idaho,Boise,7028,2974,15.9,57155.0,0,0,0,0,4478.64329436769,4478.64329436769,1597.34814956981,1799.93979926696,1799.93979926696,839.859416134574,6569.64459592209,1509,1118,6703,15,29,5,55,221,249,89,298,4.6,92.0,5735.0,22,13,50.0,11.0,187.0,23.0,43.9891394613,-115.730322485,Food Deserts
Idaho,Camas,1117,487,17.8999999999999,49231.0,0,0,0,0,1116.99999373263,1116.99999373263,926.911918805413,613.141120396046,613.141120396046,508.798402803487,1116.99999373263,240,178,1051,3,1,0,6,56,75,5,69,3.5,,,26,17,,0.0,23.0,15.0,43.4633261176,-114.805776873,Food Deserts
Idaho,Clark,982,345,27.8,32813.0,1,1,1,1,982.000005821658,982.000005821658,889.726198086657,641.939249294419,641.939249294419,581.61931174252,982.000005821658,308,129,711,7,5,0,10,249,398,6,64,2.1,,,31,26,,0.0,15.0,17.0,44.2839056343,-112.351297512,Food Deserts
Idaho,Lemhi,7936,3576,20.399999999999963,52359.66666666666,1,1,0,0,1995.146502696037,1995.146502696037,920.098068852232,841.4654996321883,841.4654996321883,385.9761507429078,6807.57301597989,1576,1758,7654,18,30,3,57,174,181,246,468,5.0,132.0,9405.0,27,15,166.0,15.0,235.0,27.0,44.9432516761,-113.933251642,Food Deserts
Idaho,Lincoln,5208,1705,16.0,47462.0,0,0,0,0,5074.03099268555,5074.03099268555,1243.96376275115,2363.89849794467,2363.89849794467,665.376934456633,5207.99999678001,1699,573,4171,19,20,3,38,957,1476,16,193,4.2,46.0,7676.0,32,20,48.0,14.0,118.0,24.0,43.0023986959,-114.138200808,Food Deserts
Illinois,Alexander,8238,3329,41.32499999999997,30537.0,2,2,1,1,1815.673816423338,2821.837806882641,717.683493763972,1054.139241705165,1769.24368963602,421.64959729237603,6823.847475289225,1885,1397,5018,2915,16,6,26,257,155,389,923,3.8,154.0,10021.0,28,24,175.0,124.0,216.0,52.0,37.191593361,-89.3376041231,Food Deserts
Illinois,Gallatin,5589,2403,16.65,56271.5,1,1,0,0,4204.63241151281,4204.63241151281,0.0,1635.830105023028,1635.830105023028,0.0,5589.0000120504,1184,1145,5473,12,5,0,14,85,66,121,382,4.8,120.0,8665.0,28,15,126.0,8.0,169.0,28.0,37.7627564124,-88.230465738,Food Deserts
Illinois,Pulaski,6161,2642,18.7,49018.0,1,1,0,1,1284.1333438997801,1284.1333438997801,0.0,591.031908302033,591.031908302033,0.0,5337.403531532779,1405,1124,3965,1994,13,3,26,160,97,256,530,4.6,118.0,9802.0,27,21,133.0,22.0,187.0,40.0,37.222980428,-89.1265952453,Food Deserts
Iowa,Van Buren,7570,3108,14.09999999999995,55971.5,0,0,0,0,3945.2121649087203,3945.2121649087203,0.0,1644.202512231208,1644.202512231208,0.0,7345.054713398101,1822,1498,7439,15,40,1,10,65,88,153,297,4.8,105.0,5918.0,36,12,145.0,13.0,154.0,25.0,40.7532343253,-91.9499782974,Food Deserts
Kansas,Chase,2790,1150,11.4,58929.0,0,0,0,0,2615.44659283978,2615.44659283978,239.501543462506,970.665460906332,970.665460906332,63.18181235039471,2789.99999641128,615,591,2661,34,9,0,12,74,100,34,98,4.9,46.0,8527.0,28,15,56.0,4.0,46.0,17.0,38.3020458533,-96.593928638,Food Deserts
Kansas,Cheyenne,2726,1260,8.8,55352.0,0,0,0,0,260.513953383517,260.513953383517,0.0,71.257627150988,71.257627150988,0.0,1265.60974632621,581,717,2664,2,19,0,6,35,142,14,75,4.7,,,34,13,53.0,3.0,38.0,19.0,39.7858693359,-101.731104218,Food Deserts
Kansas,Clark,2215,923,13.6999999999999,59179.0,0,0,0,0,2214.99999478452,2214.99999478452,2011.27194716565,738.883255727356,738.883255727356,671.2612897743741,2214.99999478452,559,487,2047,1,17,2,14,134,163,21,70,5.2,,,31,17,33.0,4.0,29.0,16.0,37.2355230437,-99.8203076918,Food Deserts
Kansas,Elk,2882,1284,15.5,48200.0,1,1,1,1,2863.46905947273,2863.46905947273,1257.84955379395,1213.38055550002,1213.38055550002,484.076862787871,2882.00000464596,615,700,2742,0,12,1,42,85,79,36,119,2.8,51.0,9564.0,33,16,83.0,0.0,64.0,31.0,37.4536881105,-96.2440866545,Food Deserts
Kansas,Gove,2695,1154,7.249999999999996,55387.0,0,0,0,0,1118.708119759215,1118.708119759215,72.3711860360367,385.5038520884071,385.5038520884071,25.328640689769202,2021.749986610832,602,647,2646,8,11,1,2,27,42,32,53,5.5,,,30,14,56.0,3.0,39.0,15.0,38.9160955531,-100.48290474,Food Deserts
Kansas,Hamilton,2690,1060,15.9,51087.0,1,1,1,1,2690.00000129811,2690.00000129811,2611.0422058201,1112.4156836230802,1112.4156836230802,1077.75125021426,2690.00000129811,763,366,2134,8,7,3,33,505,827,34,75,4.2,,,37,19,33.0,8.0,34.0,20.0,37.9991525438,-101.791256465,Food Deserts
Kansas,Haskell,4256,1510,11.4,66719.0,0,0,0,0,4256.00000198284,4256.00000198284,3888.1353570145898,1600.98909871866,1600.98909871866,1430.38122453367,4256.00000198284,1326,456,3641,12,10,0,28,565,1149,25,53,5.2,,,34,18,66.0,9.0,61.0,16.0,37.5622507408,-100.871191808,Food Deserts
Kansas,Hodgeman,1916,803,5.6,64464.0,0,0,0,0,611.673876069951,611.673876069951,0.095180991760571,167.432492904425,167.432492904425,0.026053738220071,1204.4199746936802,460,396,1806,20,8,0,3,79,118,10,63,5.3,,,32,12,23.0,2.0,34.0,12.0,38.0874838474,-99.897935995,Food Deserts
Kansas,Kiowa,2553,1014,16.0,59643.0,0,0,0,0,2544.17526585164,2544.17526585164,2161.4736223137697,937.6187666011369,937.6187666011369,818.3267093857761,2552.99999790416,550,482,2441,17,16,1,24,54,99,115,108,3.6,,,33,14,34.0,2.0,44.0,17.0,37.5582639151,-99.2860476017,Food Deserts
Kansas,Lane,1750,799,10.0,64805.0,0,0,0,0,389.988822059675,389.988822059675,0.0,76.8419846810716,76.8419846810716,0.0,777.4762089961611,394,369,1666,8,4,1,14,57,74,38,68,4.8,,,31,13,33.0,4.0,30.0,15.0,38.4813047182,-100.466398449,Food Deserts
Kansas,Riley,71115,25796,24.157142857142826,60361.357142857145,6,8,6,3,37019.88448990442,55399.85111726495,33672.93369206845,17754.72661354799,26747.48321701061,16701.056210786188,62399.237691000584,13168,5208,59203,4530,2996,144,433,3809,4610,1518,1325,4.8,370.0,4579.0,24,14,479.0,174.0,1236.0,16.0,39.2965532011,-96.7351769755,Food Deserts
Kansas,Rush,3307,1511,9.65,58180.5,0,0,0,0,699.461267536275,699.461267536275,3.2039511774200897,210.07893350694198,210.07893350694198,0.929821645666379,3118.85910985195,641,796,3213,8,8,0,16,62,84,55,149,4.2,44.0,7626.0,33,14,77.0,7.0,65.0,17.0,38.5231613136,-99.3092409497,Food Deserts
Kansas,Sheridan,2556,1099,8.65,59983.5,0,0,0,0,820.1420595943409,820.1420595943409,0.560139782726765,248.983173986609,248.983173986609,0.206966906785965,2294.80358074372,603,563,2475,3,5,0,11,62,84,26,62,4.7,,,32,15,41.0,3.0,35.0,17.0,39.3503577669,-100.441832361,Food Deserts
Kansas,Sherman,6010,2608,14.99999999999995,55950.5,1,1,1,1,4704.10931503445,5537.036710274971,4033.028152925131,1886.0445836469519,2371.599919749562,1678.2712174580035,5982.79285244454,1350,1145,5596,39,17,7,17,334,647,207,411,4.9,82.0,8551.0,30,16,127.0,16.0,93.0,24.0,39.3514336872,-101.719980701,Food Deserts
Kentucky,Bell,28691,11787,30.933333333333298,34093.88888888888,1,2,1,6,4266.750271782109,7197.536740712105,3728.617152271084,2863.9082014906703,4678.038188923681,2478.472537754769,26646.665241252016,6229,4508,27415,644,78,13,49,492,198,1878,3422,5.3,609.0,12547.0,38,29,536.0,44.0,757.0,57.0,36.7306482485,-83.6740950601,Food Deserts
Kentucky,Carroll,10811,4061,31.199999999999967,46631.33333333334,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10512.78505645605,2718,1395,9955,163,60,2,28,603,789,346,1017,5.4,201.0,11576.0,35,22,128.0,10.0,281.0,29.0,38.6678584122,-85.123590032,Food Deserts
Kentucky,Harlan,29278,11789,28.799999999999965,37455.36363636364,1,2,1,6,1903.207724171698,3231.476879458878,1881.1894007139908,1153.1884308279527,1961.0278093203929,1139.5559048576226,26190.146756066024,6685,4179,28144,643,100,2,42,347,210,1456,3336,5.3,766.0,14333.0,37,27,680.0,25.0,897.0,48.0,36.8569745004,-83.2179510399,Food Deserts
Kentucky,Robertson,2282,902,26.6,45543.0,1,1,0,0,1612.8682809035001,1612.8682809035001,0.0,802.7900650290441,802.7900650290441,0.0,2282.0000000330897,490,427,2241,4,2,0,3,32,22,68,187,3.4,52.0,10755.0,35,20,25.0,0.0,52.0,37.0,38.5188144389,-84.0520241975,Food Deserts
Louisiana,Bienville,14353,5838,26.279999999999934,43005.2,1,1,1,3,5122.9781211363315,6302.422121022473,2179.1450939321803,2214.0481774694294,2999.062186675229,1306.64383986034,13509.067028244253,3341,2651,7935,6076,34,0,50,258,207,706,1274,5.5,277.0,11936.0,38,25,296.0,53.0,476.0,37.0,32.3472191955,-93.0559517637,Food Deserts
Louisiana,Caddo,254969,102139,23.407812499999967,52624.28125,21,29,21,26,90955.23217448774,167975.77427483525,87119.03103344054,38720.5188719735,76329.29459245766,37479.23072920255,210358.5340689547,62654,34643,124942,120264,2683,126,1092,5862,6129,10437,16480,5.3,4131.0,10627.0,34,21,3379.0,1521.0,7845.0,35.0,32.5801941764,-93.8823968489,Food Deserts
Louisiana,Concordia,20822,7613,30.119999999999962,42611.8,3,3,2,1,4575.502548221983,9100.174904138412,2550.3814674553532,2695.0183977668603,5477.976967285779,1746.4155286164405,17737.003709560242,5233,3026,11959,8513,49,4,65,232,209,994,1575,5.1,390.0,12425.0,38,24,344.0,126.0,652.0,42.0,31.445835936,-91.6400549956,Food Deserts
Louisiana,East Carroll,7759,2552,43.699999999999974,29521.33333333333,3,3,2,2,2611.397207785917,5081.400552346424,2048.1961988587427,1460.2721296025436,3386.220266734229,1149.746547236645,7081.19953008727,1993,971,2245,5356,44,0,19,95,127,463,663,3.6,139.0,12220.0,42,38,137.0,42.0,311.0,56.0,32.7325534614,-91.2350651111,Food Deserts
Louisiana,Lincoln,46735,17599,31.839999999999947,54622.9,5,6,5,4,17704.8230008005,24990.40537658295,16732.239415765325,9812.094910717044,13408.76555399253,9406.14521296391,41741.976215958966,9605,5286,25775,18925,790,34,123,1088,1189,1635,3405,4.6,512.0,7937.0,37,25,541.0,161.0,1463.0,30.0,32.6016373737,-92.6648152839,Food Deserts
Louisiana,Madison,12093,4025,38.07999999999994,31781.0,0,3,0,2,688.4915289584748,4518.437686106239,262.5376154548129,405.77897035262987,2898.295735092287,172.73006725674682,8856.345685611728,3022,1434,4498,7381,27,0,24,163,188,757,979,4.8,217.0,13036.0,42,32,166.0,77.0,365.0,53.0,32.3644009947,-91.2425796995,Food Deserts
Louisiana,Morehouse,27979,10853,27.499999999999986,40242.125,4,4,3,4,6280.107082455931,11259.072619507482,3892.821233508408,4012.498862428949,7590.034000455546,2659.540934390441,24788.589448208844,6918,4310,14345,13133,102,14,36,349,255,1256,2225,4.6,539.0,11586.0,39,26,459.0,159.0,1187.0,50.0,32.8202181268,-91.801797046,Food Deserts
Louisiana,Natchitoches,39566,15614,25.86666666666662,47185.11111111112,5,6,2,4,12990.981736566811,19750.15408354868,5345.670751971839,6635.745671117307,10888.035592958122,3280.692020231874,31155.526961999753,9600,5329,21494,16362,134,11,376,1189,735,1489,3514,5.0,572.0,9583.0,35,24,689.0,222.0,1249.0,36.0,31.7235401557,-93.0962433857,Food Deserts
Louisiana,Orleans,343829,142158,28.591525423728772,54859.48587570622,27,69,27,33,61608.58244451942,168444.80023937972,61605.02437190153,31859.633804496138,80446.96948726567,31858.747482184517,170169.2421689941,73215,37639,113428,206871,9970,134,1047,12379,18051,28100,31256,4.8,5411.0,10390.0,32,23,2479.0,3237.0,11680.0,38.0,30.0686436991,-89.928127921,Food Deserts
Louisiana,Ouachita,153720,58691,27.174999999999976,49079.8,8,20,8,16,48316.123964257415,89783.04037800939,44901.70006285934,20211.21216744859,42264.120757617515,19058.117277602032,128051.48263636918,40373,18920,92884,56216,1455,51,381,2733,2760,5079,9703,4.9,2212.0,9156.0,36,22,2070.0,1261.0,4745.0,33.0,32.4783131468,-92.1548701323,Food Deserts
Louisiana,Tensas,5252,2172,36.66666666666664,34562.333333333336,2,2,0,1,1283.9892519805544,1283.9892519805544,0.0,887.1350305623512,887.1350305623512,0.0,4272.512005283329,1329,908,2202,2967,9,0,6,68,65,302,264,2.3,85.0,11181.0,35,30,100.0,,169.0,53.0,32.0016607751,-91.3400729965,Food Deserts
Louisiana,West Feliciana,15625,3971,17.56666666666663,71831.66666666669,0,0,0,0,6576.247068209907,6576.247068209907,0.0,3056.5673014534996,3056.5673014534996,0.0,14632.099548240269,2718,1590,8125,7263,31,3,20,183,251,156,653,5.4,236.0,7656.0,35,22,124.0,30.0,285.0,22.0,30.8797727288,-91.4200286829,Food Deserts
Mississippi,Adams,32297,12643,30.16666666666662,40853.55555555556,4,5,4,4,7016.032054192098,14585.942344481791,6622.2094893589365,4073.915470848795,7737.1307313788975,3892.757345524908,28213.071592590448,7195,5116,13793,17287,127,4,104,982,2150,1064,1714,4.0,618.0,10976.0,38,26,594.0,84.0,941.0,44.0,31.482942855,-91.3534982605,Food Deserts
Mississippi,Amite,13131,5351,26.2,39337.66666666666,3,3,0,2,2342.679635201825,2342.679635201825,0.0,1173.249704256604,1173.249704256604,0.0,12741.099223982459,2955,2390,7574,5427,12,1,22,95,110,393,952,5.3,220.0,10474.0,42,22,254.0,,352.0,34.0,31.1743965268,-90.8044314871,Food Deserts
Mississippi,Benton,8729,3404,22.249999999999947,38296.0,2,2,0,1,3215.3949376999,3215.3949376999,0.0,1881.119780588485,1881.119780588485,0.0,8404.91335416259,2157,1343,5284,3252,6,2,25,160,148,221,676,4.3,160.0,10949.0,37,22,198.0,,244.0,38.0,34.8172864604,-89.1884754842,Food Deserts
Mississippi,Bolivar,34145,12727,36.23749999999997,35348.0,4,5,2,7,17468.351128611816,23682.88630952404,10717.914582187965,9543.734608770204,12918.905051039299,4541.446857817375,31719.101666962535,8643,4113,11446,21920,189,11,42,537,639,1571,3822,2.3,689.0,13244.0,38,29,808.0,,1072.0,48.0,33.7955389816,-90.8804009104,Food Deserts
Mississippi,Carroll,10597,4188,21.999999999999947,42778.5,1,1,0,0,4336.520884752629,4336.520884752629,0.0,2080.92227335805,2080.92227335805,0.0,10283.093818954787,2283,1817,6956,3461,20,0,15,145,106,134,486,4.2,180.0,10391.0,34,21,234.0,,291.0,27.0,33.4485258506,-89.9201976988,Food Deserts
Mississippi,Claiborne,9604,3440,37.1333333333333,28829.66666666667,1,1,0,1,928.310036337016,928.310036337016,0.0,693.575611738994,693.575611738994,0.0,8632.05372636807,2269,1165,1367,8104,40,0,9,84,74,392,723,3.0,179.0,12587.0,48,35,112.0,28.0,401.0,54.0,31.9736926021,-90.9118133348,Food Deserts
Mississippi,Clay,20634,8029,27.399999999999963,39755.0,2,3,1,2,5745.256736324064,9603.394129249273,2625.238950648124,3241.960667303315,5782.160697157274,1485.881647031851,18606.58100348539,5302,2952,8350,12017,46,2,27,192,199,756,2084,4.1,360.0,11081.0,35,27,422.0,64.0,779.0,42.0,33.6556666121,-88.7815761672,Food Deserts
Mississippi,Coahoma,26151,9461,36.4285714285714,36861.42857142857,2,3,1,2,5747.447577885988,10350.396017476614,1364.5256418874392,3935.0421162438256,7008.39575280478,949.782885447144,19131.378081390358,7664,3186,5989,19752,123,4,23,260,293,1319,3540,2.4,523.0,16147.0,43,31,562.0,,975.0,49.0,34.2291655931,-90.602687016,Food Deserts
Mississippi,Copiah,29449,10708,26.53333333333332,43409.66666666666,4,4,2,3,7596.927561264895,11993.470592323638,4531.10107658193,3701.910476908312,6097.573356557965,2392.079872386806,27386.044056055493,7384,4029,13627,14983,90,4,58,687,773,933,1847,4.4,525.0,12567.0,37,24,460.0,,832.0,39.0,31.8692373987,-90.448798677,Food Deserts
Mississippi,Forrest,74934,28746,31.723529411764673,42967.58823529412,5,11,4,6,15822.710082997293,37533.2253864577,13709.625705655002,6773.000806902914,19347.508568984354,5796.335402255418,59421.33819699005,17703,8664,44726,27082,498,45,185,2398,2637,2334,5476,5.4,1173.0,11244.0,34,22,910.0,119.0,2126.0,32.0,31.1888694049,-89.2578597971,Food Deserts
Mississippi,Franklin,8118,3211,17.799999999999898,46087.5,0,0,0,0,2486.25334706385,2486.25334706385,0.0,1047.024260509866,1047.024260509866,0.0,7940.321500446741,2043,1315,5257,2791,5,0,14,51,47,155,603,5.1,148.0,11777.0,36,21,179.0,20.0,232.0,31.0,31.477145332,-90.8978501232,Food Deserts
Mississippi,Harrison,187105,71476,21.206521739130398,46990.0652173913,15,22,15,7,68869.24627344744,113007.10796584055,63178.824653709715,29691.537435268085,49604.11660636015,27892.719761534467,159700.9227891248,45853,21952,130366,41393,5322,263,863,8898,9937,3709,13401,5.3,3047.0,9777.0,32,21,3066.0,488.0,5181.0,34.0,30.4160496685,-89.081642685,Food Deserts
Mississippi,Hinds,245285,91351,28.656249999999943,46657.375,20,42,18,17,72513.46685856678,157759.27590410545,68970.80404773829,33051.167887820164,79586.99544434035,31205.638141871827,191786.4577438877,65043,26551,69769,169370,1874,56,375,3841,3630,6799,17497,4.3,3490.0,10251.0,35,23,2760.0,1710.0,6737.0,39.0,32.2667019192,-90.4428211702,Food Deserts
Mississippi,Holmes,19198,6926,44.75999999999996,26864.6,3,3,0,5,6383.494012991969,6383.494012991969,0.0,4754.9437707808365,4754.9437707808365,0.0,18010.041147994918,5577,2422,3001,16018,30,1,19,129,134,869,1919,1.4,378.0,15132.0,46,37,431.0,,748.0,54.0,33.1235144947,-90.0920506122,Food Deserts
Mississippi,Humphreys,9375,3373,38.333333333333286,30364.0,1,2,0,2,1744.3169290706333,3500.887073668538,482.75786987319503,957.5668412245875,2302.181819776561,381.687083341646,7448.46622280373,2702,1169,2203,6987,20,0,12,153,202,421,1163,2.3,166.0,13548.0,42,35,179.0,,321.0,60.0,33.12869729,-90.5266210224,Food Deserts
Mississippi,Issaquena,1406,472,31.6,31136.0,1,1,0,0,597.165275162116,597.165275162116,0.0,381.77546108192,381.77546108192,0.0,1406.0000047351,281,203,486,906,6,0,3,5,8,69,107,2.4,,,34,34,16.0,,72.0,46.0,32.7413905566,-90.9892124114,Food Deserts
Mississippi,Jefferson,7726,2929,45.74999999999995,30315.0,1,1,0,1,798.656599106767,798.656599106767,0.0,448.112733450605,448.112733450605,0.0,7281.389985681521,1825,998,1060,6620,2,1,13,30,28,351,499,2.7,148.0,13679.0,45,35,165.0,19.0,344.0,45.0,31.7342053896,-91.0371787166,Food Deserts
Mississippi,Jefferson Davis,12487,4977,28.099999999999966,34628.333333333336,2,2,0,3,2066.624221278886,2066.624221278886,0.0,1179.248583099625,1179.248583099625,0.0,11914.589362340488,2948,2068,4834,7477,18,2,32,124,101,619,982,5.3,255.0,14290.0,39,32,322.0,,365.0,44.0,31.5696411088,-89.8230024414,Food Deserts
Mississippi,Kemper,10456,3920,29.65,36503.5,1,1,0,1,5149.95881956696,5149.95881956696,261.93833853661204,3176.2486946622907,3176.2486946622907,197.016660560621,10451.904272890992,2441,1635,3689,6288,10,0,385,84,52,381,880,3.2,165.0,8172.0,37,29,193.0,6.0,378.0,43.0,32.7545579307,-88.6411594239,Food Deserts
Mississippi,Lafayette,47351,18356,29.659999999999986,52055.7,4,4,3,3,17745.37044494576,22616.177258259122,14078.89216521867,8341.284759955479,11191.553725049516,6906.738490846356,45303.83467988639,8760,4958,33976,11201,1006,23,121,1024,1073,736,1217,5.3,504.0,7030.0,34,20,612.0,,1363.0,20.0,34.356757808,-89.4849192699,Food Deserts
Mississippi,Lauderdale,80261,31090,27.742105263157878,45645.05263157895,6,11,5,5,16573.39127123425,32586.14602534957,11641.17283841638,8946.228793657747,18636.734532660492,6838.0390859497165,69538.04569261443,20080,11318,43957,34330,580,30,178,1186,1448,2250,5804,5.4,1298.0,10763.0,32,22,1376.0,275.0,2148.0,33.0,32.4042861987,-88.662541529,Food Deserts
Mississippi,Leflore,32317,11577,40.77499999999996,29356.625,5,7,3,5,9308.827279180296,16373.01890459121,7674.804075768206,6541.722758439372,11419.850009390006,5539.070346791806,27727.49582453765,8751,3848,8038,23342,184,2,69,682,743,1453,2733,1.7,565.0,12367.0,44,32,699.0,166.0,1157.0,55.0,33.5505241007,-90.3010646863,Food Deserts
Mississippi,Lowndes,59779,23487,26.29999999999996,46960.571428571435,1,4,1,5,12486.266442792668,22451.73285600516,11720.343022841484,4537.760604507697,9857.444094372775,4197.995220158376,44760.92553787696,15055,7704,32259,25993,399,31,113,984,914,1965,4825,4.8,829.0,8900.0,34,22,1244.0,152.0,1795.0,36.0,33.4729092689,-88.4433134871,Food Deserts
Mississippi,Marion,27088,10135,30.816666666666624,38189.333333333336,4,4,1,5,5689.6599904605555,6869.893276213605,2694.62585959173,3014.1429956498823,3623.1945910152813,1377.33158475208,26668.7472477909,6932,3977,17822,8752,85,9,46,374,336,833,2295,5.4,570.0,15038.0,34,24,527.0,58.0,754.0,37.0,31.2308171304,-89.8224429891,Food Deserts
Mississippi,Montgomery,10925,4438,26.433333333333298,44021.33333333334,3,3,1,1,2733.953645088168,5168.462219148838,1001.1492451569501,1258.06673967661,2509.4894508811717,444.19799834313903,8885.657819165799,2670,1878,5790,4967,39,1,16,112,97,361,675,2.9,216.0,13026.0,38,26,291.0,,335.0,38.0,33.4941024198,-89.6163956957,Food Deserts
Mississippi,Noxubee,11545,4305,37.8666666666666,34027.0,2,3,0,2,1852.6108065541825,3116.783691628208,23.4910242764744,1266.0694888980167,2240.246627563296,18.099839818896697,9373.29790593245,3129,1552,3133,8262,22,1,20,107,92,570,1348,3.5,166.0,8904.0,41,32,243.0,,396.0,47.0,33.110112782,-88.5698161858,Food Deserts
Mississippi,Oktibbeha,47671,18820,33.44999999999996,60095.125,5,6,4,6,19443.678723167104,26534.67095610984,18862.638628918008,10911.305460797515,14866.212216494228,10579.814532341768,44396.058189756164,8706,4391,28224,17431,1156,16,91,753,683,1176,2603,4.1,458.0,7407.0,34,25,579.0,78.0,1411.0,31.0,33.4249531354,-88.8793051624,Food Deserts
Mississippi,Panola,34707,12839,26.23333333333328,47423.66666666666,2,2,1,4,6533.463549299074,9062.428370175483,3498.56105230226,3696.9438809872167,4715.999978643167,1942.9098196045602,33525.23948744638,9344,4411,17161,16875,68,0,76,527,494,1086,2274,4.6,663.0,12167.0,36,24,662.0,141.0,1200.0,39.0,34.3639350883,-89.9505672784,Food Deserts
Mississippi,Pike,40404,15370,27.412499999999962,41412.0,2,3,1,3,5647.463092066065,12411.145531878714,5127.164630434729,3433.716092634293,7051.030506707596,3098.779452713455,35952.248088907785,10971,5731,18745,20813,232,9,116,489,489,1747,3222,5.3,793.0,12540.0,37,25,820.0,97.0,1098.0,43.0,31.1749078562,-90.4041605467,Food Deserts
Mississippi,Quitman,8223,3058,39.09999999999993,30287.66666666667,1,2,0,2,1786.3469189212576,2792.371605116205,132.163415964692,1268.4212464236987,1836.2778876594589,65.6726710535585,7547.604826056379,2153,1156,2381,5724,11,1,19,87,55,388,1193,2.0,160.0,11651.0,42,34,192.0,,294.0,57.0,34.2514096075,-90.2891244706,Food Deserts
Mississippi,Sharkey,4916,1834,32.0,45809.0,1,1,0,2,1370.17654194375,1370.17654194375,0.0,778.760105768616,778.760105768616,0.0,4651.83422316647,1256,707,1370,3490,11,0,3,42,39,283,535,4.2,119.0,15187.0,38,31,120.0,,173.0,54.0,32.8797230696,-90.8132149241,Food Deserts
Mississippi,Sunflower,29450,8822,35.68571428571424,35902.28571428572,3,3,2,5,11572.595130316411,14133.024274486077,6971.389085225951,7906.52936916299,9576.054172943706,4778.563923098465,24958.331182255213,7147,2995,7493,21479,84,10,56,328,404,1036,3125,2.5,567.0,13864.0,42,29,511.0,,918.0,51.0,33.6023128883,-90.5886186268,Food Deserts
Mississippi,Tallahatchie,15378,4856,29.174999999999976,37112.0,2,3,0,3,7889.430911865674,9286.846748941463,181.555023096501,4668.408827170569,5627.643685083907,120.56667901948,14147.094042473389,3485,1816,5988,8679,117,12,42,540,866,575,1166,2.4,272.0,13412.0,40,26,294.0,,448.0,45.0,33.9504748127,-90.1732642352,Food Deserts
Mississippi,Tate,28886,10035,18.039999999999964,53911.4,2,2,1,1,7647.2084026789025,10134.64602199308,1919.8865997395399,4134.926394903064,5235.968371192474,1022.26165451155,27080.931778753788,7459,3577,19313,8755,65,7,62,684,639,410,1499,5.3,438.0,9092.0,37,19,560.0,,860.0,29.0,34.650325267,-89.9447795242,Food Deserts
Mississippi,Tunica,10778,3927,19.933333333333334,21623.0,2,2,1,2,3014.6205303178303,5647.64563420386,1277.81147180997,1881.2674114283984,3618.0166111475605,947.5707723533479,9945.680815250247,3217,1019,2553,7918,61,9,14,223,245,370,1220,2.1,178.0,11707.0,41,29,130.0,46.0,442.0,46.0,34.6519495513,-90.3754987097,Food Deserts
Mississippi,Walthall,15443,5888,25.03333333333333,42275.0,0,0,0,0,1640.958316609124,1640.958316609124,0.0,912.641738316458,912.641738316458,0.0,14649.212292242366,4075,2445,8250,6873,24,3,55,238,238,306,1057,5.0,298.0,11841.0,38,26,279.0,,428.0,42.0,31.1484222352,-90.1061367548,Food Deserts
Mississippi,Warren,48773,18941,24.083333333333307,51645.25,3,5,3,2,8685.920404563929,17748.364041145327,7541.822032948987,4351.226168914211,9627.878444994847,3988.954506070979,43900.02323071393,12638,6258,24548,22920,413,10,129,753,896,1480,2080,4.9,815.0,10046.0,33,22,774.0,166.0,1437.0,33.0,32.3572296163,-90.852011211,Food Deserts
Mississippi,Washington,51137,18936,39.75263157894733,34388.473684210534,7,14,6,6,14078.020051904594,30377.861760714088,12853.730082033871,9010.992195947707,18827.49048212666,8282.470007352042,41275.05880122815,14337,6295,13784,36468,291,9,69,516,529,2570,6204,3.1,1023.0,13137.0,39,28,875.0,145.0,1910.0,51.0,33.2836981018,-90.9474546435,Food Deserts
Mississippi,Wilkinson,9878,3455,28.65,41073.5,2,2,0,2,1585.085977301886,1585.085977301886,0.0,811.547534050449,811.547534050449,0.0,8586.95737418717,2271,1364,2834,6992,2,0,12,38,41,425,796,4.3,179.0,12895.0,40,28,220.0,,311.0,42.0,31.1610674632,-91.3109179158,Food Deserts
Mississippi,Winston,19198,7494,29.93999999999993,39973.8,4,4,1,4,3425.0907502917653,4382.697125670325,1454.56587528763,2003.4609020203009,2649.689895275311,1004.07305263336,16701.08838808634,4789,3171,9972,8753,37,4,219,213,184,836,1853,4.8,319.0,12120.0,36,24,346.0,28.0,599.0,39.0,33.0884910001,-89.0344291744,Food Deserts
