State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty
Kansas,Kearny,3977,1400,8.19999999999999,62036.0,3977.00000048532,3977.00000048532,929.021482388382,1263.29335650518,1263.29335650518,236.123601154093,3977.00000048532,1187,535,3472,23,12,1,39,430,1135,36,71,8.9,49.0,7800.0,29,17,64.0,12.0,68.0,17.0
Kansas,Kingman,7858,3227,11.800000000000002,61203.666666666664,3333.5905188447323,4958.701954882836,872.740917582897,1068.342058850596,1730.932861950811,371.151388216585,6873.852361204999,1900,1570,7611,14,36,2,47,148,199,124,216,7.2,111.0,7584.0,32,15,179.0,14.0,161.0,17.0
Kansas,Kiowa,2553,1014,16.0,59643.0,2544.17526585164,2544.17526585164,2161.47362231377,937.618766601137,937.618766601137,818.326709385776,2552.99999790416,550,482,2441,17,16,1,24,54,99,115,108,3.6,,,33,14,34.0,2.0,44.0,17.0
Kansas,Labette,21607,8822,17.024999999999974,50029.125,5213.075394261792,8513.001409202974,3161.535159876434,1712.3676515842758,3184.29279788694,1102.5282709998878,17312.563402972173,5262,3587,19024,1008,77,5,467,1026,875,502,871,7.0,357.0,10369.0,34,19,396.0,77.0,630.0,27.0
Kansas,Lane,1750,799,10.0,64805.0,389.988822059675,389.988822059675,0.0,76.8419846810716,76.8419846810716,0.0,777.476208996161,394,369,1666,8,4,1,14,57,74,38,68,4.8,,,31,13,33.0,4.0,30.0,15.0
Kansas,Leavenworth,76227,26447,12.324999999999994,72511.4375,29178.966035764173,46229.340619835566,29022.828378878952,8766.824655431978,13453.13463838716,8726.965123614445,69702.89647156674,19147,8426,63879,7171,965,101,584,3527,4308,1047,1959,7.4,807.0,6131.0,33,14,944.0,336.0,1609.0,13.0
Kansas,Lincoln,3241,1423,13.0,57009.0,1021.210926063,1021.210926063,4.37147364974953,387.757930853519,387.757930853519,1.27072943147504,2286.90163638221,780,659,3158,9,6,0,17,51,72,49,93,7.3,,,31,14,61.0,1.0,64.0,20.0
Kansas,Linn,9656,4020,14.45,55445.0,1351.292930756977,1351.292930756977,0.0,420.42935753852896,420.42935753852896,0.0,7309.5629462342695,2240,1867,9307,43,30,6,63,207,186,227,460,6.8,168.0,9511.0,32,14,166.0,20.0,280.0,21.0
Kansas,Logan,2756,1219,9.1,64324.0,502.55940200647,502.55940200647,349.729884463349,231.782931542588,231.782931542588,161.652924295472,1687.03285347234,629,572,2647,21,10,0,13,65,80,64,86,7.8,31.0,6128.0,31,13,59.0,4.0,43.0,13.0
Kansas,Lyon,33690,13303,22.18749999999993,54317.5,6474.183785525757,18222.807794566153,3150.5222597307957,2827.8798967593652,8321.707351384393,1757.9024710434728,23602.146279678993,7940,4213,28140,819,781,17,234,3699,6755,1061,1828,7.5,348.0,6627.0,35,18,441.0,47.0,727.0,19.0
Kansas,Marion,12660,5005,12.67499999999995,59735.0,2891.978134494679,2891.978134494679,0.0,1109.019806255364,1109.019806255364,0.0,9128.90058629322,2866,2641,12154,104,27,7,70,298,296,208,360,7.4,167.0,7119.0,31,13,224.0,10.0,239.0,14.0
Kansas,Marshall,10117,4300,13.049999999999976,60489.25,1768.3036110207759,3564.3423613423747,541.958713775031,592.1422915810736,1346.0317159449237,184.476536069281,7589.707371813831,2336,2134,9849,27,23,3,33,182,193,214,310,7.8,114.0,6498.0,33,14,169.0,13.0,170.0,14.0
Kansas,McPherson,29180,11748,8.299999999999999,67954.85714285714,8573.032620471304,16467.923923436716,5034.551430273425,2287.4721738660796,4499.955516679397,1316.2945021442392,23925.35999252463,6858,5339,27763,294,147,21,110,845,1025,332,711,7.7,329.0,6232.0,29,12,457.0,47.0,525.0,10.0
Kansas,Meade,4575,1713,11.05,57313.5,2320.27079349846,2320.27079349846,8.27497151670377,838.897544498622,838.897544498622,2.35787382228886,3289.468971310642,1328,785,4242,31,19,0,35,248,676,63,116,6.6,39.0,6089.0,27,15,57.0,35.0,73.0,12.0
Kansas,Miami,32787,12161,7.999999999999998,76627.5,2876.19788189027,5418.7720903379795,2876.19788189027,548.8949932054201,1436.027657180831,548.8949932054201,25471.522344447898,8843,4287,31225,426,116,9,192,819,828,478,1048,8.1,336.0,6154.0,34,13,367.0,61.0,737.0,11.0
Kansas,Mitchell,6373,2790,9.25,59060.0,2060.69846965923,3523.2719412302104,1038.32778850809,601.481899504993,1113.22986179145,356.219368844821,4387.9012650514205,1367,1341,6244,13,19,5,24,68,73,156,141,7.5,91.0,7794.0,32,13,132.0,19.0,128.0,15.0
Kansas,Montgomery,35471,14382,20.499999999999968,48797.692307692305,7388.385352660343,13993.954629644646,3415.1614113103224,3105.400258540175,6344.158541054344,1278.562432888993,28327.492470098307,8399,6156,29561,2059,205,38,1188,2420,1844,1289,1974,7.3,498.0,8824.0,35,18,737.0,183.0,1097.0,28.0
Kansas,Morris,5923,2554,8.5,59023.0,1952.18887480024,1952.18887480024,0.0,421.756861497836,421.756861497836,0.0,5102.98812835859,1272,1322,5687,25,14,1,28,168,212,146,183,7.5,76.0,8411.0,35,13,155.0,9.0,136.0,17.0
Kansas,Morton,3233,1250,10.4,54567.0,844.954886100762,844.954886100762,2.18239514245215,240.271532499343,240.271532499343,0.62058629115927,1573.45204417176,873,548,2841,14,60,5,34,279,623,28,81,7.9,38.0,9553.0,32,17,61.0,8.0,63.0,15.0
Kansas,Nemaha,10178,4115,12.166666666666666,63247.666666666664,2322.5009784731574,3680.0803346636576,907.08784727588,744.6997736510637,1142.3481527713548,227.328054501615,7278.82064092867,2667,2049,9902,57,15,4,47,153,121,219,202,7.8,98.0,7272.0,30,13,142.0,13.0,155.0,10.0
Kansas,Neosho,16512,6645,16.859999999999918,52886.0,1668.323252844416,7255.693910642891,627.8002602532559,633.3300880504762,2916.9343484209858,219.06051277774668,12305.04589259901,4082,2866,15542,197,83,6,179,505,686,445,889,6.8,237.0,7919.0,34,16,339.0,41.0,472.0,28.0
Kansas,Ness,3107,1365,10.599999999999994,61858.5,833.4184282909677,833.4184282909677,4.52276684972457,314.5974870696346,314.5974870696346,1.59400168102365,2112.667537231755,696,763,2969,18,4,0,10,106,229,67,70,8.1,,,31,15,73.0,7.0,51.0,14.0
Kansas,Norton,5671,2163,9.19999999999999,62472.0,1266.90011793775,1266.90011793775,56.5235575878614,367.871351413123,367.871351413123,12.7299821265096,4489.5418552176,1133,1057,5358,165,30,1,13,104,240,97,175,7.2,65.0,7527.0,32,13,94.0,6.0,75.0,15.0
Kansas,Osage,16295,6552,12.19999999999998,61482.4,2450.770889139494,4208.101866896024,410.46152778416,958.6231083890552,1692.4631235787774,168.880077176636,13611.4460998378,4047,2773,15796,48,37,5,112,297,330,322,664,7.6,235.0,7309.0,37,14,330.0,27.0,408.0,17.0
Kansas,Osborne,3858,1742,17.1,51220.0,891.757786118625,891.757786118625,16.4646836188475,361.673675408972,361.673675408972,6.67762714299797,2251.48869309403,814,974,3765,8,18,0,19,48,46,48,128,6.9,61.0,11907.0,33,14,59.0,5.0,75.0,20.0
Kansas,Ottawa,6091,2456,8.55,68466.0,1735.68165901981,1735.68165901981,0.0,437.449128636583,437.449128636583,0.0,4705.67446595806,1549,1066,5889,49,9,0,24,120,121,135,165,7.8,83.0,7758.0,38,12,96.0,6.0,125.0,14.0
Kansas,Pawnee,6973,2665,9.25,60833.5,2433.7541586195202,4557.85071868812,1635.168382161368,854.826394741985,1633.3223968735551,596.979223624428,5138.5489166343705,1528,1215,6322,325,32,6,41,247,461,133,207,7.8,110.0,9397.0,30,15,148.0,19.0,124.0,17.0
Kansas,Phillips,5642,2432,9.833333333333334,61290.0,2212.784105013915,3506.260854144591,218.227521508764,700.331587534369,1183.559128133864,100.686411885665,4317.704270679829,1367,1140,5472,23,41,0,23,83,121,88,179,7.4,73.0,9959.0,29,14,114.0,7.0,98.0,17.0
Kansas,Pottawatomie,21604,7878,9.349999999999975,69555.5,574.9769680852468,574.9769680852468,0.0,100.41119370861014,100.41119370861014,0.0,18452.13163564108,6411,2660,20212,227,144,12,168,841,957,236,482,7.9,216.0,5625.0,31,13,236.0,49.0,439.0,11.0
Kansas,Pratt,9656,3956,11.366666666666598,61943.666666666664,3182.930429775639,6478.532972602703,2193.249014958846,781.453276182157,2078.579564708075,522.5979589747039,7651.85155971023,2205,1822,9083,114,27,1,58,373,525,183,275,7.7,138.0,9376.0,34,14,170.0,32.0,220.0,16.0
Kansas,Rawlins,2519,1176,11.9,55855.0,715.067546293675,715.067546293675,9.74075811856892,232.010018730197,232.010018730197,3.7730405954062,1609.79396493289,475,672,2449,8,5,0,5,52,80,42,88,7.0,,,32,14,52.0,5.0,37.0,19.0
Kansas,Reno,64511,25794,13.723529411764684,53207.35294117647,16412.406178426834,33910.27584479738,12028.336718904911,4456.049990270589,10880.713074584828,2583.0099704253153,50425.51289056098,15236,10994,58469,1930,309,19,438,3346,5209,1397,3288,7.2,873.0,8229.0,36,15,1222.0,283.0,1347.0,18.0
Kansas,Republic,4980,2274,13.966666666666633,55508.0,1274.504407365416,1274.504407365416,0.0,438.25064451037997,438.25064451037997,0.0,3449.4189521957405,962,1347,4879,25,15,0,12,49,53,118,211,7.4,82.0,11113.0,31,15,90.0,8.0,74.0,17.0
Kansas,Rice,10083,3906,16.166666666666668,61054.0,2035.875988172786,3101.57491815091,145.516073303216,718.1421935652962,1130.5481628458783,54.8793398986559,6068.43999663909,2409,1801,9213,128,37,5,70,630,1018,246,378,7.6,144.0,9642.0,33,16,162.0,9.0,211.0,18.0
Kansas,Riley,71115,25796,24.157142857142826,60361.357142857145,37019.88448990442,55399.85111726495,33672.93369206845,17754.72661354799,26747.483217010613,16701.056210786188,62399.23769100059,13168,5208,59203,4530,2996,144,433,3809,4610,1518,1325,4.8,370.0,4579.0,24,14,479.0,174.0,1236.0,16.0
Kansas,Rooks,5181,2238,17.39999999999995,56861.0,750.211137844583,750.211137844583,0.0,244.1266357747141,244.1266357747141,0.0,2717.78907652421,1224,1024,5049,24,19,3,17,69,107,92,152,7.4,73.0,9852.0,33,14,116.0,5.0,131.0,16.0
Kansas,Rush,3307,1511,9.65,58180.5,699.461267536275,699.461267536275,3.20395117742009,210.078933506942,210.078933506942,0.929821645666379,3118.85910985195,641,796,3213,8,8,0,16,62,84,55,149,4.2,44.0,7626.0,33,14,77.0,7.0,65.0,17.0
Kansas,Russell,6970,3173,13.649999999999995,55317.5,2207.614382318055,4195.275008501099,1131.5659062912518,862.997278201134,1865.545177343572,508.3575922382,5004.225513978319,1483,1588,6712,54,34,2,45,123,115,228,349,7.0,87.0,6188.0,30,14,147.0,26.0,141.0,21.0
Kansas,Saline,55606,22416,17.008333333333315,58846.5,11220.369129393956,36890.3994646755,9887.254503554177,3636.672534083076,13886.606629902824,3317.622574779568,43239.28483552042,13936,8002,48695,1814,1156,27,295,3619,5403,1385,2295,7.4,688.0,7302.0,35,15,818.0,193.0,1184.0,22.0
Kansas,Scott,4936,1983,6.2,50909.0,1205.83731198159,2955.15278177371,1205.83731198159,377.327595556558,1081.53009367512,377.327595556558,2955.15278177371,1236,900,4447,19,24,1,30,415,753,71,20,8.9,53.0,7003.0,32,14,75.0,18.0,82.0,12.0
Kansas,Sedgwick,498365,193502,17.35241935483868,61674.717741935485,139665.7647841653,316775.2173760234,139207.09626600804,53550.89453056878,120097.51676429513,53482.99172403636,379618.98447987385,135376,56969,380482,46167,20385,412,5739,45180,64636,11663,23902,6.8,5843.0,7583.0,31,14,5769.0,3145.0,11938.0,21.0
Kansas,Seward,22952,7460,17.279999999999937,54876.6,1698.3500154912638,11054.588111369349,790.7675490538338,620.3925878273292,5113.429888444969,354.1697212145071,12425.34729837308,7335,1948,16171,774,611,43,176,5177,12990,384,965,7.2,193.0,7046.0,39,24,203.0,80.0,469.0,18.0
Kansas,Shawnee,177934,72600,18.437209302325556,59946.11627906977,29940.859821163813,86582.7653969655,29779.814517915012,12879.090622171421,35386.736316786984,12868.352721628045,137587.72391307855,44171,25612,144412,15280,2085,126,2177,13854,19303,5510,9037,6.8,2275.0,7544.0,33,15,3020.0,782.0,3927.0,20.0
Kansas,Sheridan,2556,1099,8.65,59983.5,820.142059594341,820.142059594341,0.560139782726765,248.983173986609,248.983173986609,0.206966906785965,2294.80358074372,603,563,2475,3,5,0,11,62,84,26,62,4.7,,,32,15,41.0,3.0,35.0,17.0
Kansas,Sherman,6010,2608,14.99999999999995,55950.5,4704.1093150344495,5537.03671027497,4033.028152925131,1886.044583646952,2371.599919749562,1678.2712174580035,5982.79285244454,1350,1145,5596,39,17,7,17,334,647,207,411,4.9,82.0,8551.0,30,16,127.0,16.0,93.0,24.0
Kansas,Smith,3853,1748,18.4499999999999,52285.5,1439.8735262702,1439.8735262702,0.0,472.023397000578,472.023397000578,0.0,3268.91743810757,774,1018,3733,10,7,4,11,88,57,97,121,6.7,55.0,8843.0,34,16,79.0,1.0,83.0,17.0
Kansas,Stafford,4437,1907,15.34999999999995,58140.0,1354.19048874608,1354.19048874608,0.0,426.17193323918,426.17193323918,0.0,3396.91149782083,1037,930,4110,13,17,1,55,241,529,71,175,7.5,57.0,6763.0,33,16,73.0,11.0,89.0,21.0
Kansas,Stanton,2235,825,7.1,50703.0,235.618470721487,235.618470721487,0.0,93.0593960014136,93.0593960014136,0.0,1295.26876288849,650,348,1870,13,3,1,27,321,828,31,41,9.0,,,31,17,31.0,,32.0,17.0
Kansas,Stevens,5724,2044,10.9,60650.0,1049.916845990972,1953.812178316208,104.063168975364,341.4791088346533,591.6672509402699,29.0258427819353,2621.95848941872,1751,752,4985,16,15,1,49,658,1866,26,99,8.6,53.0,6708.0,35,20,80.0,2.0,121.0,16.0
Kansas,Sumner,24132,9454,12.683333333333316,65206.833333333336,7477.781362773914,10799.025147180668,3280.195993340837,2526.210802577647,3596.1698199811385,1186.640719122973,20756.332950040927,6314,3786,22705,230,56,4,282,855,1097,475,996,7.4,331.0,7975.0,31,14,355.0,62.0,501.0,18.0
Kansas,Thomas,7900,3196,8.44999999999999,70601.5,5299.88145499812,6479.2391958504,4224.280556784465,1260.978573885342,1606.582735693212,1020.3594233000655,7368.17074185031,1844,1216,7509,49,38,6,36,262,370,108,195,6.9,67.0,5285.0,35,12,98.0,24.0,119.0,12.0
Kansas,Trego,3001,1358,6.5,57017.0,214.851579456104,214.851579456104,0.0,74.6424689071277,74.6424689071277,0.0,2170.14914921787,599,703,2919,13,7,2,6,54,51,30,45,7.7,46.0,8158.0,30,11,66.0,2.0,54.0,15.0
Kansas,Wabaunsee,7053,2737,5.8,65748.0,2946.919377557895,2946.919377557895,0.0,1022.3419539176963,1022.3419539176963,0.0,6529.41204434657,1792,1111,6808,29,10,0,36,170,205,62,98,6.7,89.0,5148.0,31,12,97.0,12.0,146.0,13.0
Kansas,Wallace,1485,620,9.69999999999999,72188.0,1485.0000045804,1485.0000045804,1379.9327264363,458.74527952462,458.74527952462,425.848000755479,1485.0000045804,374,303,1395,2,1,0,7,80,108,29,51,7.2,,,33,13,19.0,0.0,24.0,16.0
Kansas,Washington,5799,2474,11.34999999999995,55241.5,2909.22943309549,2909.22943309549,0.0,970.345320547605,970.345320547605,0.0,4809.793937929589,1328,1343,5632,25,19,0,14,109,144,66,164,6.6,66.0,5767.0,31,13,165.0,3.0,100.0,13.0
Kansas,Wichita,2234,891,10.1999999999999,59621.0,2233.99999834971,2233.99999834971,2019.688879827,830.905251893838,830.905251893838,785.949183803515,2233.99999834971,608,401,1972,19,3,0,11,229,550,31,72,6.0,,,29,18,30.0,7.0,38.0,17.0
Kansas,Wilson,9409,3933,18.224999999999973,48700.0,1794.848785381013,2622.996518270293,1120.4876589888,795.1625367240651,1224.5013345512002,536.142420559153,7160.899987117711,2293,1813,8995,31,36,5,99,243,217,285,642,7.1,175.0,10618.0,33,16,246.0,22.0,267.0,24.0
Kansas,Woodson,3309,1524,18.1999999999999,49096.5,613.500384584287,613.500384584287,0.0,288.452812695762,288.452812695762,0.0,2221.903030875833,658,750,3161,12,2,0,37,97,69,110,202,7.8,69.0,10537.0,33,15,57.0,7.0,83.0,30.0
Kansas,Wyandotte,157505,58399,24.28999999999998,40436.22857142857,41097.325674471766,93079.88770234647,41097.325674471766,21459.776374887424,48319.30460645494,21459.776374887424,108317.11524273457,44435,16805,86056,39742,3958,169,1297,26283,41633,5700,10600,5.8,2200.0,9418.0,36,22,1753.0,964.0,4647.0,32.0
Kentucky,Adair,18656,7285,19.9571428571428,45710.142857142855,1194.193768580406,1194.193768580406,0.0,780.1548964035609,780.1548964035609,0.0,16171.164232366402,4206,2859,17696,503,45,5,36,371,319,517,1336,7.1,285.0,9182.0,34,21,327.0,12.0,527.0,41.0
Kentucky,Allen,19956,7848,19.11666666666663,50609.0,2117.19378534973,3366.8917144555703,1927.2661821218,555.6584024268589,1122.29425687378,460.378254340739,17461.03467697414,4887,2931,19362,164,31,0,58,341,297,653,1290,7.8,329.0,9946.0,34,19,322.0,11.0,423.0,30.0
Kentucky,Anderson,21421,8369,12.45999999999996,64805.0,1669.8249099199975,4032.5852421243108,934.193114306777,273.66088901100136,828.8022271925373,129.220320046879,19289.629796722948,5446,2579,20458,433,105,5,31,389,288,295,917,7.7,304.0,7465.0,35,16,283.0,18.0,474.0,17.0
Kentucky,Ballard,8249,3397,17.733333333333267,54701.0,416.48086776977743,416.48086776977743,0.0,137.53306792887477,137.53306792887477,0.0,8119.2298697876995,1828,1450,7808,238,15,1,14,173,90,106,437,7.7,154.0,9388.0,34,19,224.0,7.0,252.0,25.0
Kentucky,Barren,42173,16999,19.989999999999977,49784.3,4262.649852946185,8187.626352625991,3417.578009023145,2373.460833560133,4248.293997231269,1980.035929935655,34461.09395622434,10216,6500,38997,1630,183,33,89,1241,1110,1177,3427,7.4,661.0,8369.0,31,21,743.0,52.0,953.0,29.0
Kentucky,Bath,11591,4587,27.999999999999968,38502.333333333336,13.9055206403136,13.9055206403136,0.0,7.15675320476293,7.15675320476293,0.0,10715.52246597237,2866,1706,11175,152,17,7,29,211,157,346,1096,7.3,213.0,9997.0,30,25,186.0,3.0,363.0,38.0
Kentucky,Bell,28691,11787,30.933333333333298,34093.88888888889,4266.750271782109,7197.536740712105,3728.6171522710843,2863.90820149067,4678.038188923681,2478.472537754769,26646.66524125202,6229,4508,27415,644,78,13,49,492,198,1878,3422,5.3,609.0,12547.0,38,29,536.0,44.0,757.0,57.0
Kentucky,Boone,118811,43216,9.15454545454544,72875.5,56330.94240928155,84077.88083347435,56330.94240928155,8979.45895780759,16450.355219182286,8979.45895780759,101096.73956963267,33579,11313,109050,2992,2534,95,228,3912,4205,1587,3478,8.1,1171.0,6000.0,33,13,1057.0,170.0,2664.0,11.0
Kentucky,Bourbon,19985,7976,16.583333333333332,55548.333333333336,3765.197106939855,6917.18597450141,3765.197106939855,1795.501952234705,3280.27518112241,1795.501952234705,16543.83220634373,4813,3049,17604,1198,64,2,42,1075,1368,690,1493,7.5,283.0,8696.0,34,20,246.0,24.0,464.0,24.0
Kentucky,Boyd,49542,19787,22.59999999999995,50359.307692307695,12831.557641911104,27412.161244635205,12831.557641911104,5524.0129481301055,11505.715814672225,5524.0129481301055,39987.75139342793,10593,8242,46901,1401,225,5,110,900,714,1861,3715,6.5,850.0,9201.0,39,20,1050.0,73.0,1268.0,29.0
Kentucky,Boyle,28432,11075,15.957142857142843,51323.857142857145,4751.877335076494,8584.18209232655,4751.877335076494,1649.990615191911,3774.997540971676,1649.990615191911,25013.99753962192,6158,4608,25086,2121,216,7,55,947,796,711,2086,6.5,410.0,7506.0,32,20,432.0,55.0,674.0,25.0
Kentucky,Bracken,8488,3317,16.8,61765.333333333336,47.8709315519663,47.8709315519663,0.0,18.8239906324888,18.8239906324888,0.0,7837.62619533428,2152,1159,8300,29,5,1,17,136,96,241,487,7.9,141.0,9821.0,32,19,101.0,4.0,237.0,25.0
Kentucky,Breathitt,13878,5494,30.571428571428545,33055.28571428572,3484.1195935394867,3953.0440421725866,3053.85461790506,2139.749998216005,2436.947771658225,1866.69133319089,13582.652024553421,3220,1866,13637,43,68,12,19,99,89,732,1967,6.4,392.0,16897.0,42,27,261.0,,376.0,43.0
Kentucky,Breckinridge,20059,7827,17.216666666666633,50381.833333333336,1809.962047306138,1809.962047306138,0.0,806.525583943534,806.525583943534,0.0,18494.678145740552,4850,3131,19206,409,42,2,64,336,175,535,1278,7.5,351.0,9629.0,37,19,363.0,10.0,474.0,26.0
Kentucky,Bullitt,74319,27673,9.977777777777773,61413.055555555555,34965.63371551088,48930.71335683948,33153.70797101518,8569.452840295395,12935.296714554195,7941.288891418743,66539.48674258555,18783,8287,71969,484,370,25,236,1235,1038,836,3384,7.8,930.0,7191.0,33,16,911.0,90.0,1795.0,15.0
Kentucky,Butler,12690,5057,25.459999999999997,43408.2,1031.114363549736,1031.114363549736,0.0,544.2360170598353,544.2360170598353,0.0,10782.02281270401,2926,2005,12303,48,20,0,36,283,322,490,1060,7.0,204.0,8318.0,33,24,208.0,9.0,300.0,31.0
Kentucky,Caldwell,12984,5393,19.333333333333233,55821.333333333336,143.80289014437392,143.80289014437392,0.0,45.886347124060606,45.886347124060606,0.0,10284.49096416271,2885,2314,12044,668,33,2,19,218,129,333,1008,7.1,250.0,10788.0,35,19,256.0,20.0,299.0,29.0
Kentucky,Calloway,37191,15530,24.49999999999999,51877.444444444445,5179.498079618465,11697.79484159013,3591.599760477407,1427.1942266995557,4716.814880504109,867.118815686716,33334.41211574324,6712,5620,34208,1392,657,11,87,836,890,1093,1800,7.1,512.0,7599.0,30,18,542.0,57.0,866.0,24.0
Kentucky,Campbell,90336,36069,16.743999999999975,65365.52,33370.76427364173,58623.259072568435,33370.76427364173,8537.205626462961,17877.782360340105,8537.205626462961,71213.78169723494,20600,11557,85215,2290,753,20,126,1932,1495,2974,3557,7.5,1139.0,7613.0,32,16,870.0,176.0,1983.0,18.0
Kentucky,Carlisle,5104,2116,18.8333333333333,48416.0,115.47076297122241,115.47076297122241,0.0,35.0078981807987,35.0078981807987,0.0,4823.15100940178,1154,965,4961,39,14,0,28,62,83,130,338,7.8,80.0,9690.0,33,20,83.0,2.0,133.0,25.0
Kentucky,Carroll,10811,4061,31.19999999999997,46631.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,10512.78505645605,2718,1395,9955,163,60,2,28,603,789,346,1017,5.4,201.0,11576.0,35,22,128.0,10.0,281.0,29.0
Kentucky,Carter,27720,10760,18.47142857142851,46989.42857142857,2183.113343075217,3297.736863835547,2074.95751068026,881.532176519813,1396.003100192823,837.07433892514,24603.51038775307,6504,4119,27101,147,51,5,67,349,321,661,1987,7.3,467.0,9052.0,39,20,537.0,13.0,1012.0,29.0
Kentucky,Casey,15955,6351,26.93999999999994,39897.0,703.5012841978611,703.5012841978611,0.0,407.8737363019813,407.8737363019813,0.0,14371.766857970191,3765,2573,15505,85,30,5,32,298,378,469,1385,7.2,281.0,9741.0,36,24,350.0,7.0,377.0,38.0
Kentucky,Christian,73955,26144,19.28421052631578,42300.10526315789,22245.702313117672,43705.02609925103,21158.685230282295,10404.57611445205,22128.93838559922,10056.630620544916,62637.854763614254,21075,7593,52896,15707,754,291,429,3878,4541,2117,4657,5.9,974.0,9934.0,37,23,840.0,176.0,1601.0,29.0
Kentucky,Clark,35613,14267,15.489999999999977,59631.7,4019.3286305774545,12647.070750050607,3932.817177055289,822.5203088870898,4187.107496103981,789.3729786513418,26742.559572529433,8369,5046,32833,1708,134,6,52,880,891,1258,2728,7.5,623.0,9724.0,31,19,517.0,66.0,882.0,24.0
Kentucky,Clay,21730,7732,37.21666666666663,30270.166666666668,3611.920931252355,5862.165818619785,2991.28094885802,1836.8164648347763,3065.683025332826,1441.05393961598,20234.882978707894,4772,2622,20464,915,26,3,34,288,402,1024,2734,5.8,447.0,12052.0,38,31,454.0,16.0,521.0,53.0
Kentucky,Clinton,10272,4358,23.96666666666663,31794.0,10.697047296911448,10.697047296911448,0.0,4.681431867182248,4.681431867182248,0.0,9599.69981581025,2451,1703,9938,39,13,26,19,237,231,190,742,7.3,211.0,11852.0,35,24,179.0,3.0,318.0,40.0
Kentucky,Crittenden,9315,3781,21.799999999999947,47401.5,1351.2686731694594,3049.4477266255194,1342.98831592855,614.4268935460469,1446.36147904166,609.207463659557,8106.16739248544,2110,1687,9105,76,17,7,33,77,48,323,464,7.8,190.0,9830.0,34,20,180.0,7.0,207.0,31.0
Kentucky,Cumberland,6856,2883,25.59999999999995,35356.0,110.583775582272,110.583775582272,0.0,67.2835433330474,67.2835433330474,0.0,6052.287170070889,1524,1309,6540,178,9,0,8,121,63,191,599,7.2,135.0,9990.0,32,23,131.0,3.0,173.0,36.0
Kentucky,Daviess,96656,38619,16.739130434782588,56632.565217391304,17511.655858358426,47388.10155008072,17511.655858358426,4695.138269236268,18172.722382647647,4695.138269236268,73623.79050757806,23605,14118,88134,4626,685,61,130,3020,2525,2219,5118,7.5,1355.0,7573.0,30,17,1618.0,170.0,2095.0,21.0
Kentucky,Edmonson,12161,4857,35.77499999999998,34188.75,306.784930553195,306.784930553195,0.0,143.9391101277883,143.9391101277883,0.0,11500.531169092617,2657,2023,11789,169,25,1,37,140,100,295,1080,7.8,190.0,8573.0,31,20,183.0,9.0,331.0,29.0
Kentucky,Elliott,7852,2773,29.6499999999999,35730.5,4.53188812732696,4.53188812732696,0.0,2.02434512972831,2.02434512972831,0.0,7508.334093095791,1600,1134,7506,268,5,7,10,56,62,261,941,7.0,109.0,8751.0,34,27,60.0,3.0,211.0,40.0
Kentucky,Estill,14672,5984,28.574999999999974,37394.5,39.71703264676023,39.71703264676023,0.0,24.690200162352983,24.690200162352983,0.0,13175.069833006039,3339,2247,14457,29,14,0,32,140,101,454,1951,6.6,312.0,11522.0,35,24,307.0,5.0,323.0,39.0
Kentucky,Fayette,295803,123043,20.02317073170727,66922.03658536586,63715.82218512429,197058.91178321326,63715.82218512429,22968.96720479964,76481.72510682364,22968.96720479964,211068.79113351082,62633,31138,223999,42972,9553,141,755,18383,20474,10588,15711,6.9,3131.0,6877.0,27,18,2529.0,1107.0,6433.0,23.0
Kentucky,Fleming,14348,5729,19.799999999999976,44003.25,838.4817284256842,838.4817284256842,0.0,407.86653251168576,407.86653251168576,0.0,12899.06766155007,3506,2118,13920,183,32,1,12,200,149,498,1190,7.3,282.0,10994.0,35,22,252.0,5.0,388.0,32.0
Kentucky,Floyd,39451,16060,29.629999999999974,37702.4,2510.3457815813,3112.9641195336,2510.3457815813,1248.99409351137,1568.06338035606,1248.99409351137,37357.08018072251,8874,5351,38732,294,76,0,39,310,219,1691,4350,6.7,890.0,13847.0,38,27,841.0,19.0,1110.0,43.0
Kentucky,Franklin,49285,20662,16.4181818181818,61536.63636363636,7485.598824515711,22774.39257495618,7412.308933325932,2311.8295699206583,7805.025702485062,2289.3962249820406,39033.244099938245,10665,6882,41614,5128,703,8,103,1729,1374,1111,3475,6.9,773.0,8560.0,33,17,632.0,134.0,1036.0,23.0
Kentucky,Fulton,6813,2864,25.900000000000002,40936.5,5.71240981246228,5.71240981246228,0.0,3.03471774376521,3.03471774376521,0.0,4531.616363755669,1368,1223,5004,1609,45,2,18,135,53,370,750,6.4,157.0,12401.0,32,26,181.0,9.0,159.0,48.0
